biden_approval,vote2016,vote2020,gss_trust,gss_bible,gss_spanking,social_none,social_fb,social_twitter,social_instagram,social_tiktok,social_pinterest,gender,race,education,income,urban_rural,state,age,region,voted2016,voted2020,race_white,college,noncollege_white,weight
Neither approve nor disapprove,Hillary Clinton,Joe Biden,Can trust,Inspired word,Somewhat disagree,True,False,False,False,False,False,Male,Black or African American,"Some college, no degree","Under $15,000",Urban,North Carolina,25-44,Southeast,True,True,False,True,False,0.42322813871937986
Neither approve nor disapprove,Did not vote,Did not vote,Can't be too careful,I don’t know,Disagree,False,True,True,False,False,False,Male,Asian or Asian American,"Some college, no degree","Between $50,000 and $74,999",Suburban,Texas,25-44,South,False,False,False,True,False,0.19537847989441245
Somewhat approve,Did not vote,Joe Biden,Can trust,Inspired word,Agree,False,True,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Rural,Virginia,18-24,South,False,True,True,True,False,0.20921163638211354
Somewhat approve,Did not vote,Joe Biden,Can trust,Book of fables,Disagree,False,False,False,True,False,False,Female,Asian or Asian American,Graduated from high school,"Under $15,000",Urban,California,18-24,Pacific,False,True,False,False,False,0.05689677340225439
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,True,False,False,False,False,False,Female,White or Caucasian,"Some college, no degree","Between $75,000 and $99,999",Suburban,Washington,65+,Pacific,True,True,True,True,False,1.3489655526060509
Strongly approve,Other,Joe Biden,Can't be too careful,Book of fables,Somewhat agree,True,False,False,False,False,False,Female,White or Caucasian,Graduated from high school,"Between $50,000 and $74,999",Urban,Pennsylvania,25-44,Midwest,True,True,True,False,True,0.7217728462580371
Disapprove,Donald Trump,Donald Trump,Can trust,Word of God,Disagree,False,True,True,False,False,False,Male,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,Minnesota,25-44,Midwest,True,True,True,True,False,0.16802379345953214
Somewhat disapprove,Did not vote,Did not vote,Can't be too careful,Book of fables,Disagree,False,False,True,False,True,False,Male,Hispanic or Latino,"Some college, no degree","Under $15,000",Rural,Pennsylvania,25-44,Midwest,False,False,False,True,False,0.13988470874437495
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Somewhat agree,False,True,True,False,False,False,Female,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Suburban,Missouri,45-64,South,True,True,True,True,False,0.9203325997603885
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Somewhat agree,False,False,True,True,True,False,Female,Hispanic or Latino,Graduated from high school,"Under $15,000",Suburban,Texas,25-44,South,True,True,False,False,False,1.304214625563726
Somewhat disapprove,Did not vote,Did not vote,Can't be too careful,Inspired word,Agree,False,False,True,True,True,False,Male,White or Caucasian,"Some college, no degree","Under $15,000",Rural,North Carolina,18-24,Southeast,False,False,True,True,False,0.14765617121139843
Approve,Hillary Clinton,Joe Biden,Don’t know,I don’t know,Disagree,False,True,True,False,False,True,Female,White or Caucasian,"Some college, no degree","Between $75,000 and $99,999",Suburban,Florida,65+,Southeast,True,True,True,True,False,3.436565792049902
Strongly disapprove,Donald Trump,Donald Trump,Can trust,Inspired word,Somewhat agree,False,False,True,False,False,False,Male,Other,Completed graduate school,"Under $15,000",Suburban,California,45-64,Pacific,True,True,False,True,False,0.1133045528717077
Somewhat approve,Donald Trump,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,True,False,True,False,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,Wisconsin,18-24,Midwest,True,True,True,True,False,0.03995539426153454
Disapprove,Other,Other,Can trust,Inspired word,Somewhat disagree,False,False,True,True,False,False,Male,White or Caucasian,Graduated from college,"Between $75,000 and $99,999",Urban,California,25-44,Pacific,True,True,True,True,False,0.13822008774225297
Strongly approve,Hillary Clinton,Did not vote,Can trust,Book of fables,Don't know,False,False,True,False,False,True,Male,White or Caucasian,"Some college, no degree","Under $15,000",Rural,Texas,45-64,South,True,False,True,True,False,0.12846929815115044
Approve,Did not vote,Joe Biden,Can trust,Inspired word,Don't know,False,True,False,True,False,False,Male,White or Caucasian,"Some college, no degree","Under $15,000",Suburban,Colorado,18-24,Southwest,False,True,True,True,False,0.3064382771491482
Approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Disagree,True,False,False,False,False,False,Male,White or Caucasian,Completed graduate school,"Between $15,000 and $49,999",Suburban,Florida,25-44,Southeast,False,False,True,True,False,0.016033875883987466
Strongly disapprove,Donald Trump,Donald Trump,Can trust,Inspired word,Disagree,False,True,True,True,False,True,Male,White or Caucasian,Completed graduate school,"Between $75,000 and $99,999",Suburban,Connecticut,45-64,Northeast,True,True,True,True,False,0.2804358373736984
Somewhat approve,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Somewhat agree,False,True,True,True,True,True,Female,White or Caucasian,Completed graduate school,"Between $75,000 and $99,999",Suburban,South Carolina,25-44,Southeast,True,True,True,True,False,0.11670287887331736
Disapprove,Donald Trump,Donald Trump,Can't be too careful,Inspired word,Agree,False,True,False,True,False,False,Female,White or Caucasian,Completed graduate school,"Between $75,000 and $99,999",Suburban,Florida,25-44,Southeast,True,True,True,True,False,0.26867036064772465
Approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Don't know,False,True,False,True,True,False,Male,White or Caucasian,Graduated from high school,"Under $15,000",Rural,Pennsylvania,25-44,Midwest,False,True,True,False,True,0.22182466759422992
Somewhat approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Don't know,False,True,True,True,True,True,Female,Asian or Asian American,Graduated from college,"Between $50,000 and $74,999",Suburban,California,25-44,Pacific,True,True,False,True,False,0.125575588380337
Somewhat approve,Did not vote,Did not vote,Can trust,Inspired word,Disagree,False,True,True,False,False,False,Female,Asian or Asian American,Completed graduate school,"Between $50,000 and $74,999",Suburban,Texas,25-44,South,False,False,False,True,False,0.0681666312730532
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Somewhat disagree,False,True,True,True,False,True,Male,White or Caucasian,Graduated from high school,"Between $50,000 and $74,999",Urban,Nevada,45-64,Southwest,True,True,True,False,True,3.345907866511846
Neither approve nor disapprove,Hillary Clinton,Joe Biden,Can trust,Book of fables,Disagree,False,True,True,True,True,True,Female,White or Caucasian,"Some college, no degree","Between $15,000 and $49,999",Suburban,Minnesota,25-44,Midwest,True,True,True,True,False,0.14564576595407427
Somewhat disapprove,Donald Trump,Joe Biden,Can't be too careful,Book of fables,Agree,False,True,True,True,False,True,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,Texas,18-24,South,True,True,True,True,False,0.034450992163407475
Somewhat disapprove,Donald Trump,Other,Can't be too careful,Inspired word,Agree,False,True,True,True,True,False,Male,White or Caucasian,Graduated from college,"Under $15,000",Suburban,Texas,25-44,South,True,True,True,True,False,0.023283316573375436
Neither approve nor disapprove,Did not vote,Did not vote,Can't be too careful,Inspired word,Disagree,False,True,False,False,False,False,Female,Black or African American,"Some college, no degree","Between $15,000 and $49,999",Suburban,Illinois,45-64,Midwest,False,False,False,True,False,2.5908752873509178
Disapprove,Donald Trump,Donald Trump,Can trust,Inspired word,Don't know,False,True,True,True,True,False,Female,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,Mississippi,25-44,South,True,True,True,True,False,0.2668590347434009
Strongly approve,Hillary Clinton,Joe Biden,Can trust,Inspired word,Disagree,False,True,False,True,False,True,Female,White or Caucasian,"Some college, no degree","Over $150,000",Suburban,Oregon,25-44,Pacific,True,True,True,True,False,3.7416795543059607
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,True,False,False,False,Female,White or Caucasian,Graduated from college,"Under $15,000",Suburban,Michigan,45-64,Midwest,True,True,True,True,False,0.045567610932341684
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Don't know,True,False,False,False,False,False,Male,White or Caucasian,Graduated from college,"Between $50,000 and $74,999",Suburban,South Carolina,45-64,Southeast,False,True,True,True,False,0.21399017970983686
Approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,True,True,True,Female,White or Caucasian,Graduated from high school,"Under $15,000",Urban,Arizona,18-24,Southwest,False,True,True,False,True,0.13812398423939665
Disapprove,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,False,False,False,False,True,Female,Black or African American,Graduated from college,"Between $15,000 and $49,999",Urban,Arkansas,25-44,South,True,True,False,True,False,0.057997777328863284
Approve,Did not vote,Joe Biden,Can't be too careful,I don’t know,Disagree,False,False,True,True,False,False,Male,White or Caucasian,Graduated from high school,"Under $15,000",Urban,Oregon,18-24,Pacific,False,True,True,False,True,0.1889667821895114
Neither approve nor disapprove,Did not vote,Did not vote,Can't be too careful,Book of fables,Somewhat disagree,False,True,True,True,True,False,Male,Asian or Asian American,"Some college, no degree","Under $15,000",Urban,New York,18-24,Northeast,False,False,False,True,False,0.0410878684854025
Approve,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Don't know,False,True,True,True,False,False,Female,Hispanic or Latino,"Some college, no degree","Between $15,000 and $49,999",Suburban,California,25-44,Pacific,True,True,False,True,False,0.5524329344960615
Approve,Did not vote,Did not vote,Don’t know,Inspired word,Disagree,False,True,False,False,False,True,Female,White or Caucasian,Graduated from college,"Between $15,000 and $49,999",Suburban,Florida,65+,Southeast,False,False,True,True,False,0.9688559217280166
Somewhat approve,Did not vote,Did not vote,Can't be too careful,Inspired word,Disagree,False,True,False,False,False,False,Female,White or Caucasian,"Some college, no degree","Between $50,000 and $74,999",Suburban,Florida,25-44,Southeast,False,False,True,True,False,0.32776354274458935
Somewhat approve,Did not vote,Joe Biden,Can't be too careful,Book of fables,Somewhat agree,False,True,True,True,False,False,Male,Hispanic or Latino,"Some college, no degree","Between $15,000 and $49,999",Suburban,New York,18-24,Northeast,False,True,False,True,False,0.4518085269906028
Strongly approve,Did not vote,Did not vote,Can't be too careful,Book of fables,Disagree,False,True,True,False,False,False,Male,Asian or Asian American,Graduated from college,"Under $15,000",Suburban,Georgia,18-24,Southeast,False,False,False,True,False,0.0032256564455739405
Approve,Hillary Clinton,Joe Biden,Don’t know,Book of fables,Disagree,False,True,True,True,False,False,Female,White or Caucasian,Completed graduate school,"Between $75,000 and $99,999",Urban,Texas,25-44,South,True,True,True,True,False,0.037372675172029315
Strongly disapprove,Did not vote,Donald Trump,Can't be too careful,Book of fables,Disagree,False,True,True,True,False,True,Female,White or Caucasian,"Some college, no degree","Under $15,000",Suburban,Michigan,18-24,Midwest,False,True,True,True,False,0.07772402886919276
Strongly approve,Hillary Clinton,Joe Biden,Can't be too careful,Inspired word,Don't know,False,True,False,True,False,False,Male,Asian or Asian American,Graduated from college,"Under $15,000",Suburban,California,18-24,Pacific,True,True,False,True,False,0.01641480177330688
Somewhat approve,Hillary Clinton,Joe Biden,Don’t know,Book of fables,Disagree,False,True,False,True,False,False,Male,White or Caucasian,Graduated from college,"Between $100,000 and $150,000",Urban,Wisconsin,25-44,Midwest,True,True,True,True,False,0.2660791773083943
Somewhat disapprove,Did not vote,Joe Biden,Can't be too careful,Book of fables,Don't know,False,False,True,True,False,False,Male,Asian or Asian American,Graduated from college,"Under $15,000",Suburban,California,25-44,Pacific,False,True,False,True,False,0.017058260031803565
Strongly disapprove,Donald Trump,Donald Trump,Can't be too careful,Word of God,Agree,False,False,False,False,False,True,Female,White or Caucasian,Graduated from high school,"Under $15,000",Suburban,Ohio,45-64,Midwest,True,True,True,False,True,5.86483711877043
Somewhat disapprove,Other,Other,Can't be too careful,Word of God,Don't know,False,True,True,False,False,False,Female,Other,"Some college, no degree","Between $15,000 and $49,999",Rural,Illinois,25-44,Midwest,True,True,False,True,False,0.19365289252535683
Somewhat disapprove,Hillary Clinton,Joe Biden,Can't be too careful,Book of fables,Disagree,False,True,False,False,False,False,Female,White or Caucasian,Completed graduate school,"Between $100,000 and $150,000",Urban,New York,25-44,Northeast,True,True,True,True,False,0.1363403896080737
